411801	21
411809	122
411811	124
411813	131
411817	220
411822	276
411840	470
411855	711
411857	762
411859	22
411861	194
411866	389
411868	497
411870	508
411873	706
411876	23
411879	193
411882	258
411886	556
411889	667
411891	683
411894	37
411895	24
411897	51
411899	751
411901	38
411903	58
411922	233
411931	328
411955	541
411960	561
411963	587
411968	610
411984	707
411996	26
412000	71
412006	171
412014	292
412021	395
412031	580
412036	634
412038	651
412040	653
412046	720
412050	46
412056	112
412060	164
412062	179
412067	215
412081	384
412088	446
412094	491
412096	493
412098	521
412107	600
412109	614
412118	658
412123	696
412128	733
412131	28
412133	185
412137	351
412143	548
412147	607
412151	675
412153	690
412156	29
412158	143
412160	216
412162	230
412164	239
412167	294
412170	439
412184	766
412187	60
412192	107
412203	218
412211	311
412216	356
412221	407
412226	454
412230	469
412246	57
412257	137
412260	144
412264	156
412266	173
412269	183
412272	192
412276	211
412280	227
412285	285
412287	289
412298	379
412312	524
412314	526
412318	539
412321	549
412331	628
412335	640
412338	643
412356	32
412360	271
412362	346
412364	354
412366	357
412368	568
412371	33
412381	458
412383	510
412386	593
412388	611
412393	34
412395	147
412396	35
412414	178
412422	248
412424	250
412470	695
412477	752
412487	141
412512	603
412557	369
412581	703
412587	40
412590	48
412591	41
412595	105
412605	304
412609	347
412611	368
412651	274
412654	286
412657	313
412689	612
412705	710
412708	729
412712	758
412719	108
412767	586
412783	89
412785	125
412789	208
412791	277
412799	450
412801	466
412804	506
412811	739
412827	247
412830	295
412838	417
412845	504
412847	518
412884	386
412886	387
412913	219
412923	449
412937	698
412941	721
412944	49
412955	287
412965	447
412976	677
412979	765
412981	87
412988	316
412997	583
412999	599
413005	177
413042	84
413083	245
413093	370
413101	558
413103	584
413110	55
413206	184
413234	486
413274	325
413284	441
413293	547
413299	648
413304	660
413311	728
413322	209
413331	340
413386	451
413401	636
413446	119
413457	212
413459	235
413475	299
413479	331
413487	422
413496	488
413526	755
413631	403
413671	642
413728	66
413744	67
413750	68
413807	480
413810	485
413886	604
413899	741
413969	73
413978	75
413980	76
414082	231
414102	293
414117	358
414120	374
414228	121
414229	80
414232	327
414235	402
414239	474
414241	527
414243	629
414309	135
414329	281
414346	408
414393	88
414423	496
414483	92
414595	627
414612	681
414627	760
414659	723
414734	109
414741	134
414810	430
414861	577
414885	661
414892	684
414895	686
414902	704
414919	91
414987	94
415097	97
415100	189
415104	513
415107	545
415109	594
415116	98
415121	99
415123	100
415272	564
415331	111
415371	397
415387	553
415393	617
415406	753
415462	572
415482	129
415505	138
415550	382
415554	392
415558	426
415566	464
415597	618
415613	663
415629	725
415632	734
415721	349
415729	542
415804	288
415806	680
415817	435
415826	123
415837	238
415946	221
415960	297
416055	222
416193	761
416487	565
416507	172
416663	148
416669	269
416781	329
416937	575
416960	674
417036	492
417173	635
417215	410
417241	608
417278	159
417337	507
417393	163
417494	360
417586	290
417619	437
417620	169
417999	181
418001	662
418004	182
418227	551
418639	201
418799	206
418801	501
418803	207
418951	414
419211	372
419222	398
419809	523
419919	246
419923	363
419946	673
420185	566
420370	350
420497	708
420601	693
420608	264
420634	428
420861	272
421032	337
421119	749
421300	326
421639	300
421793	306
421834	471
422036	317
422190	324
422319	505
422403	456
422540	597
423202	401
423206	743
423592	579
423657	633
423672	540
423817	394
424033	744
424534	712
424545	531
424768	581
426374	533
426412	536
426846	713
